approve,id,final_cls,reason,value,suggestion,entry_id,field_path,context_before,context_after,hf_cls,gemini_cls,rule_hint,note
,cand-3821937,error_no_fix,digit_in_letter,fid9,fid9,schaff-herzog.rozelinus-rucblinus-johaniibs,definition_blocks[6],"BiBUoamAPBT: Anaelm, De","irinitatU, eonira bUuphe- waaa Boaedlin",error,,,error confirmed but no correction suggestion
,cand-3827557,error_no_fix,digit_in_letter,9chen,9chen,schaff-herzog.rothb-richard,definition_blocks[12],"rary publication, his monograph on Rom.","SteOe Rihner F., IS-Sl (Wittenbeig, 183",error,,,error confirmed but no correction suggestion
,cand-3830307,error_no_fix,digit_in_letter,99ine,99ine,schaff-herzog.rousseau-jean-jacques,definition_blocks[8],"hoff, /. /. RouMteau, m» Leb€n und","Werke, 3 Tob.. Leipuo, 1863-74; T. Vogt",error,,,error confirmed but no correction suggestion
,cand-3830922,error_no_fix,digit_in_letter,Q4rard,Q4rard,schaff-herzog.fus-or-tolhinns,definition_blocks[4],". Geneva, 1878-07. Ckmsult: C. Schmidt,","Roueeel, Strasbuiv, 1845; Toussaint du",error,,,error confirmed but no correction suggestion
,cand-3831253,error_no_fix,digit_in_letter,2tOW6,2tOW6,schaff-herzog.rows-hbiirt-kalloch,definition_blocks[1],,,error,,,error confirmed but no correction suggestion
,cand-3832841,error_no_fix,digit_in_letter,evangelisch4utherischen,evangelisch4utherischen,schaff-herzog.rudblbach-andreas-gottlob,definition_blocks[1],ung der KatheckiS' mus-Anstalten in der,Kirche DeutsMands (1841); and Om Psalme,error,,,error confirmed but no correction suggestion
,cand-3833410,error_no_fix,digit_in_letter,stud3ring,stud3ring,schaff-herzog.rudolph-robert-livin6st01i,definition_blocks[0],"inceton Theological Seminaiy, and later",at £>langen. He became assistant pastor,error,,,error confirmed but no correction suggestion
,cand-3834871,error_no_fix,digit_in_letter,Did3rmus,Did3rmus,schaff-herzog.rufinus-tyrahnius,definition_blocks[0],"triarch Peter, meanwhile studying under",went to Palestine and settled on the Mo,error,,,error confirmed but no correction suggestion
,cand-3835997,error_no_fix,digit_in_letter,Ren6,Ren6,schaff-herzog.thierri,definition_blocks[1],by his death. The work was prepared by,"Massuet (Paris, 1713), who placed Ruina",error,,,error confirmed but no correction suggestion
,cand-3836169,error_no_fix,digit_in_letter,RX7MANIA,RX7MANIA,schaff-herzog.rx7mania,term,,,error,,,error confirmed but no correction suggestion
,cand-3837890,error_no_fix,digit_in_letter,9ancU,9ancU,schaff-herzog.rupert-of-deutz,definition_blocks[5],"of Cuno, Rupert wrote his In evangdium","Joannis commentariua. This work, which",error,,,error confirmed but no correction suggestion
,cand-3838646,error_no_fix,digit_in_letter,t3rpif3ring,t3rpif3ring,schaff-herzog.rupert-of-deutz,definition_blocks[8],"n of Ezek. i. 6 sqq., the four cherubim","Christ: four, since he is at once God a",error,,,error confirmed but no correction suggestion
,cand-3839275,error_no_fix,digit_in_letter,h3rpostatic,h3rpostatic,schaff-herzog.rupert-of-deutz,definition_blocks[12],"nly consubstantial impanation, but also","impanation, holding that Christ was uni",error,,,error confirmed but no correction suggestion
,cand-3848383,error_no_fix,digit_in_letter,Bu6hee,Bu6hee,schaff-herzog.ruth-book-of,definition_blocks[6],"305-308; Auberlen, Die drei Anhange dee","der Riehter, in TSK, 1860, pp. 536-568;",error,,,error confirmed but no correction suggestion
,cand-3850231,error_no_fix,digit_in_letter,6tude,6tude,schaff-herzog.brobk-jah-van,definition_blocks[15],". 442-611, Zurich, 1855; Q. C. Schmidt,","eur Jean Ruyebroeek, . . . M vie, eee 4",error,,,error confirmed but no correction suggestion
,cand-3851025,error_no_fix,digit_in_letter,h3anns,h3anns,schaff-herzog.ryland-john,definition_blocks[0],"hymnist of some note, and a few of his","continue in use, including '' In all my",error,,,error confirmed but no correction suggestion
,cand-3852120,error_no_fix,digit_in_letter,K6nigsberg,K6nigsberg,schaff-herzog.saalschubtz-joseph-levin,definition_blocks[0],", 1863. He studied in the university of","(Ph.D., 1824) ; held positions as rabbi",error,,,error confirmed but no correction suggestion
,cand-3854111,error_no_fix,digit_in_letter,9on,9on,schaff-herzog.sab-as,definition_blocks[11],e was educated at the lyceums of Besan-,and LiUe and in the theologiciU departm,error,,,error confirmed but no correction suggestion
,cand-3854424,error_no_fix,digit_in_letter,Soci4t6,Soci4t6,schaff-herzog.sabatier-louis-anonst,definition_blocks[0],idel- berg. After being an agent of the,centrale protestante d'^vang^lisation a,error,,,error confirmed but no correction suggestion
,cand-3856421,error_no_fix,digit_in_letter,et3anologies,et3anologies,schaff-herzog.sabbath,definition_blocks[17],"h means ""cease, end."" A number of other","have been proposed, as from Babylonian",error,,,error confirmed but no correction suggestion
,cand-3856721,error_no_fix,digit_in_letter,da3rs,da3rs,schaff-herzog.sabbath,definition_blocks[19],that the sabbaths became pre- eminently,"of rest. Since, moreover, the limar mon",error,,,error confirmed but no correction suggestion
,cand-3857121,error_no_fix,digit_in_letter,Lif9,Lif9,schaff-herzog.sabbath,definition_blocks[29],"n.d.; A. EdexBheim,",and Ttmet of Jea%u the Meuiah^ QumdionM,error,,,error confirmed but no correction suggestion
,cand-3858623,error_no_fix,digit_in_letter,rdiai6un,rdiai6un,schaff-herzog.sacchoni-rainerio,definition_blocks[3],"Leipsie, 1874; H. Reuter, GeaehiehU der","Aufklarung im MiUelalter, ii. 317, Berl",error,,,error confirmed but no correction suggestion
,cand-3859477,error_no_fix,digit_in_letter,9ueht,9ueht,schaff-herzog.sachs-hans,definition_blocks[8],arces allusion may be made to Der Teufd,ihm eine RuhataU auf Erdeuy Der eigemin,error,,,error confirmed but no correction suggestion
,cand-3861334,error_no_fix,digit_in_letter,e9anoeliaeh4,e9anoeliaeh4,schaff-herzog.sack-karl-heihrich,definition_blocks[1],"Karl Immanud Nitzaeh, Bolia, 1872; Neue","KvrcheiutUuno* 1876, pp. 772-773; L. Le",error,,,error confirmed but no correction suggestion
,cand-3863305,error_no_fix,digit_in_letter,pra3dng,pra3dng,schaff-herzog.sacred-heart-of-jesus-devotion-to,definition_blocks[0],"o her ac- count, on June 16, 1675, when","before the sacrament, she saw Jesus "" s",error,,,error confirmed but no correction suggestion
,cand-3863864,error_no_fix,digit_in_letter,P6re,P6re,schaff-herzog.sacred-heart-of-jesus-devotion-to,definition_blocks[5],in 1844 at Vals in France by the Jesuit,"Gautrelet, and provided with new consti",error,,,error confirmed but no correction suggestion
,cand-3863893,error_no_fix,digit_in_letter,sacr6,sacr6,schaff-herzog.sacred-heart-of-jesus-devotion-to,definition_blocks[5],mportant society is the French Dames du,"coeur, founded in Paris in 1800 by Made",error,,,error confirmed but no correction suggestion
,cand-3864009,error_no_fix,digit_in_letter,H6tel,H6tel,schaff-herzog.sacred-heart-of-jesus-devotion-to,definition_blocks[5],"the mother-house in Paris, the former''",de Biron in the Rue de Varennes. A gene,error,,,error confirmed but no correction suggestion
,cand-3864670,error_no_fix,digit_in_letter,pla3red,pla3red,schaff-herzog.sacred-music,definition_blocks[22],"they could be X. The Lyre, carried and",in processions (I Sam. X. 5; II Sam. vL,error,,,error confirmed but no correction suggestion
,cand-3865067,error_no_fix,digit_in_letter,6aor6d,6aor6d,schaff-herzog.sacred-music,definition_blocks[24],,Xnslo,error,,,error confirmed but no correction suggestion
,cand-3866238,error_no_fix,digit_in_letter,t3rpes,t3rpes,schaff-herzog.sacred-music,definition_blocks[34],eir length. It is probable that various,of these flutes are comprehended imder,error,,,error confirmed but no correction suggestion
,cand-3871024,error_no_fix,digit_in_letter,6aor6d,6aor6d,schaff-herzog.sacred-music,definition_blocks[85],,Xiisio,error,,,error confirmed but no correction suggestion
,cand-3871309,error_no_fix,digit_in_letter,stereot3rped,stereot3rped,schaff-herzog.sacred-music,definition_blocks[90],"onic, in part mere musically graduated,",reci-,error,,,error confirmed but no correction suggestion
,cand-3876112,error_no_fix,digit_in_letter,magnif3ring,magnif3ring,schaff-herzog.sacred-music,definition_blocks[158],ed the whole standard of church mumc by,the choral oratorio as a characteristic,error,,,error confirmed but no correction suggestion
,cand-3878707,error_no_fix,digit_in_letter,3rearling,3rearling,schaff-herzog.sacrificb,definition_blocks[14],"rifice in the name of the nation, and a",lamb was accordingly offered each morni,error,,,error confirmed but no correction suggestion
,cand-3879414,error_no_fix,digit_in_letter,la3ring,la3ring,schaff-herzog.sacrificb,definition_blocks[25],a yearling lamb (Num. vi. 12); and the,on of hands was ob- served (cf. Lev. iv,error,,,error confirmed but no correction suggestion
,cand-3881834,error_no_fix,digit_in_letter,9vr,9vr,schaff-herzog.sadoleto-jacopo,definition_blocks[2],"3; A. P^ricaud, FragmenU hiotfraphiques","J. SadoUt, Lyons, 1840; A. Joly, Atude",error,,,error confirmed but no correction suggestion
,cand-3883453,error_no_fix,digit_in_letter,Klo9ters,Klo9ters,schaff-herzog.monastery-of,definition_blocks[8],"at St. Gall (ed. F. Keller, Baunss des","St. GaUen vam Jahr 8t0^ Zurich, 1844),",error,,,error confirmed but no correction suggestion
,cand-3884292,error_no_fix,digit_in_letter,R6sch,R6sch,schaff-herzog.monastery-of,definition_blocks[18],Ulrich,"(1463-91), strove indefatigably to unit",error,,,error confirmed but no correction suggestion
,cand-3885030,error_no_fix,digit_in_letter,de9,de9,schaff-herzog.monastery-of,definition_blocks[28],A. £biard« InhschoUiadu Mitaiont-Kircha,"6. bit 8. JahrhwderU, Gatenloh. 1873; J",error,,,error confirmed but no correction suggestion
,cand-3885364,error_no_fix,digit_in_letter,B6iard,B6iard,schaff-herzog.saint-maur-congregation-of,definition_blocks[6],", the seat of the superior-general. Dom",had not proposed to make the congregati,error,,,error confirmed but no correction suggestion
,cand-3887104,error_no_fix,digit_in_letter,Pi4emreew,Pi4emreew,schaff-herzog.claude-hbnri-count-de,definition_blocks[5],"t-Simoniemue, Leipsie, 1892; Q. W«a, Un","du eoeiatieme, Satnt-Simon el eon",error,,,error confirmed but no correction suggestion
,cand-3887492,error_no_fix,digit_in_letter,mart3nr,mart3nr,schaff-herzog.saints-veneration-of,definition_blocks[1],s came also the heroes; the hymn to ihe,was but a substi- tute for the hymn to,error,,,error confirmed but no correction suggestion
,cand-3888515,error_no_fix,digit_in_letter,Di4,Di4,schaff-herzog.vafirique-chrmenne-ib-1903-for-england,definition_blocks[2],"n, Eouen, 1884 sqq.; C. A. Ber- noulli.","HeUiotn dor Mtrowingor, Tdbincen, 1900;",error,,,error confirmed but no correction suggestion
,cand-3889120,error_no_fix,digit_in_letter,D6llixiger,D6llixiger,schaff-herzog.salmanticenses,definition_blocks[1],"61 sqq., Regenabuxg. 1850; J. J. I. von","and F. H. Reuflch, Oeechichte der Moral",error,,,error confirmed but no correction suggestion
,cand-3889234,error_no_fix,digit_in_letter,anon3rmous,anon3rmous,schaff-herzog.de-saumaise,definition_blocks[0],"s fame he defended commonwealth, in his","De/enaio regia pro Carolo I. (Leyden, 1",error,,,error confirmed but no correction suggestion
,cand-3891866,error_no_fix,digit_in_letter,S3rstem,S3rstem,schaff-herzog.salvation-army,definition_blocks[2],e single item of poor relief. A careful,"of bookkeeping is in vogue, ports are i",error,,,error confirmed but no correction suggestion
,cand-3891990,error_no_fix,digit_in_letter,emplo3rment,emplo3rment,schaff-herzog.salvation-army,definition_blocks[5],lonized and 350 colonists; there are 20,"bureaus which furnish work for 1,500 pe",error,,,error confirmed but no correction suggestion
,cand-3894546,error_no_fix,digit_in_letter,ia4,ia4,schaff-herzog.salzburg-bvahgbucals-of,definition_blocks[12],,,error,,,error confirmed but no correction suggestion
,cand-3896449,error_no_fix,digit_in_letter,ro3ral,ro3ral,schaff-herzog.sam-som-saum-konrad,definition_blocks[32],o- boam I. fortified it and made it the,"seat (I Kings xii. 25), ihus ihe city c",error,,,error confirmed but no correction suggestion
,cand-3896573,error_no_fix,digit_in_letter,s3monymous,s3monymous,schaff-herzog.sam-som-saum-konrad,definition_blocks[32],", three miles further north, is plainly","with the Gitto (I Apol. xxvi., Eng. tra",error,,,error confirmed but no correction suggestion
,cand-3900014,error_no_fix,digit_in_letter,apocr3rphal,apocr3rphal,schaff-herzog.sam-som-saum-konrad,definition_blocks[74],^i??**' but with,"additions, and an WriS^n. ^PP®***^ o^ *",error,,,error confirmed but no correction suggestion
,cand-3901391,error_no_fix,digit_in_letter,Nablu9,Nablu9,schaff-herzog.sam-som-saum-konrad,definition_blocks[88],"ry, copied fay Petermann in 1868 from a","MS., ed. H. Baneth, Berlin. 1888; cf. E",error,,,error confirmed but no correction suggestion
,cand-3901809,error_no_fix,digit_in_letter,m3rth,m3rth,schaff-herzog.samson,definition_blocks[0],ries of opposition between pagan nature,"and monotheistic re- working, or betwee",error,,,error confirmed but no correction suggestion
,cand-3902644,error_no_fix,digit_in_letter,6Jid,6Jid,schaff-herzog.samson-george-wuitkkikld,definition_blocks[0],1880); Ouide to Self Education (1886);,Idols to Fashion and Culture (188S).,error,,,error confirmed but no correction suggestion
,cand-3903626,error_no_fix,digit_in_letter,da3rs,da3rs,schaff-herzog.sanbenito,definition_blocks[20],And Sanchunia- thon . . . lived in the,"of Semiramis, queen of Trojan war or in",error,,,error confirmed but no correction suggestion
,cand-3909124,error_no_fix,digit_in_letter,uU9,uU9,schaff-herzog.sanderson-joseph,definition_blocks[2],"MoutU (New York, 1869); Memorial Trxb-",(1883); The Story of Saint Patrick (189,error,,,error confirmed but no correction suggestion
,cand-3910509,error_no_fix,digit_in_letter,Da9,Da9,schaff-herzog.sanhedrin-sanhedrim,definition_blocks[7],"Consult: A. BQohler,","Syn^edrUm in /emsofess, Vienna, 1902; J",error,,,error confirmed but no correction suggestion
,cand-3911314,error_no_fix,digit_in_letter,Presb3rterian,Presb3rterian,schaff-herzog.sanson-bbrnhardino,definition_blocks[5],"g Hill, London, 1872-^; and of Belgrave","CSiurch, London, 1881-88. In later life",error,,,error confirmed but no correction suggestion
,cand-3911483,error_no_fix,digit_in_letter,t3rpes,t3rpes,schaff-herzog.sarah-aites,definition_blocks[1],"or turbulent monks, since their proto-",lived without teacher and without disci,error,,,error confirmed but no correction suggestion
,cand-3912461,error_no_fix,digit_in_letter,ao7,ao7,schaff-herzog.sarcbrius-erasmus,definition_blocks[2],,,error,,,error confirmed but no correction suggestion
,cand-3913173,error_no_fix,digit_in_letter,Anc3rra,Anc3rra,schaff-herzog.sardica-stuod-of,definition_blocks[3],them baseless; (2) against Marcellus of,"(q.v.), and pronounced him orthodox; (3",error,,,error confirmed but no correction suggestion
,cand-3913873,error_no_fix,digit_in_letter,Ge9chichU,Ge9chichU,schaff-herzog.bxbuogaapht,definition_blocks[0],"3 vob.. Leip8ic» 1861-68; 0. W. Frank,","der proteatantuchen Theologie, ib. 1862",error,,,error confirmed but no correction suggestion
,cand-3917537,error_no_fix,digit_in_letter,Josu6,Josu6,schaff-herzog.saumur,definition_blocks[0],"t the same time, Molse Amyraut (q. v.),","de la Place (see Plackxts), and Louis O",error,,,error confirmed but no correction suggestion
,cand-3918014,error_no_fix,digit_in_letter,4oliae9,4oliae9,schaff-herzog.saurilly-86-ranmacqnbs,definition_blocks[2],"onsult further: C. A. Coqueral, HuA. df","du dUeri, i. 241 sqq., Paris. 1841; P.",error,,,error confirmed but no correction suggestion
,cand-3920222,error_no_fix,digit_in_letter,p3rramid,p3rramid,schaff-herzog.savage-minot-judsoh,definition_blocks[37],"ire was made on the public square, of a","of such articles, the pile being sixty",error,,,error confirmed but no correction suggestion
,cand-3922542,error_no_fix,digit_in_letter,di9,di9,schaff-herzog.saxons-conversion-of-the,definition_blocks[1],,,error,,,error confirmed but no correction suggestion
,cand-3925685,error_no_fix,digit_in_letter,C3iur,C3iur,schaff-herzog.schaff-philip,definition_blocks[2],"ry Period, 18x9-43: From the schools at",and Komthal (WOrttemberg) he passed to,error,,,error confirmed but no correction suggestion
,cand-3928619,error_no_fix,digit_in_letter,6ayrwcAe,6ayrwcAe,schaff-herzog.schappelbr-christoph,definition_blocks[3],"IM Artikd, Kempten. 1871; W. Vo«t. Die",Potitik im Bauemkrieift Nftrdlingen. 18,error,,,error confirmed but no correction suggestion
,cand-3930132,error_no_fix,digit_in_letter,JUBR6EN,JUBR6EN,schaff-herzog.schbchtbr-solomon,definition_blocks[1],"SCHEEL, shdl,",OTTO EINAR IM-,error,,,error confirmed but no correction suggestion
,cand-3930286,error_no_fix,digit_in_letter,6EZELIUS,6EZELIUS,schaff-herzog.manuel,definition_blocks[1],"SCHEELE, shdl'e, KNUT HENIflRG",,error,,,error confirmed but no correction suggestion
,cand-3931429,error_no_fix,digit_in_letter,Lic6e,Lic6e,schaff-herzog.silesius,definition_blocks[4],"ll dich lieben meine Stdrcke"" (1657), ""","die du mich turn Bilde'' (1657), ""Afir",error,,,error confirmed but no correction suggestion
,cand-3932036,error_no_fix,digit_in_letter,evanoelxeeh4utheneehen,evanoelxeeh4utheneehen,schaff-herzog.scheibel-j0ha1i5-gottfried,definition_blocks[4],"Berlin, 1850; J. Nacel, Die K&mpfe der","Kirche in Preuaun, OOtereloh, 1869; R.",error,,,error confirmed but no correction suggestion
,cand-3936134,error_no_fix,digit_in_letter,Japane9e,Japane9e,schaff-herzog.scherbr-james-augustin-browr,definition_blocks[2],(1004); Young Japan: Story of the,"PeopU, . . . e$peciaUy . . . their Educ",error,,,error confirmed but no correction suggestion
,cand-3936955,error_no_fix,digit_in_letter,exhai2stive,exhai2stive,schaff-herzog.adolf-freiherr-von,definition_blocks[5],irchenrechUicher Abhandhmgen (1873). An,summary is contributed by his very exce,error,,,error confirmed but no correction suggestion
,cand-3936967,error_no_fix,digit_in_letter,9eine,9eine,schaff-herzog.adolf-freiherr-von,definition_blocks[5],llent Das gemeine deutsche Eherecht und,Umbildung durch das R.-G. vcm 6. Februo,error,,,error confirmed but no correction suggestion
,cand-3937233,error_no_fix,digit_in_letter,Soci6t6,Soci6t6,schaff-herzog.scmckler-ferifand-db-baron,definition_blocks[0],ally to aid. He became president of the,de This- toire du protestantisme fran^a,error,,,error confirmed but no correction suggestion
,cand-3937341,error_no_fix,digit_in_letter,g3annasium,g3annasium,schaff-herzog.schielb-fribdrich-michael,definition_blocks[1],es of Tubingen and Halle; taught in the,"of SohlOohtem and Ottweiler, 1894-1900;",error,,,error confirmed but no correction suggestion
,cand-3937884,error_no_fix,digit_in_letter,9diaehen,9diaehen,schaff-herzog.schinnsr-matthias,definition_blocks[3],"pp. 1850; W. Giai, Der AniheU der Eidif","Poliiik . . . 160-1616, Sohaff- stor, P",error,,,error confirmed but no correction suggestion
,cand-3938710,error_no_fix,digit_in_letter,3rield,3rield,schaff-herzog.schinnsr-matthias,definition_blocks[8],"ity, and every one, even the pope, must","obedience. In Uie same year, accordingl",error,,,error confirmed but no correction suggestion
,cand-3942105,error_no_fix,digit_in_letter,t3rpes,t3rpes,schaff-herzog.rich-daniel-ernst,definition_blocks[49],ese two factors. He distinguished three,of dog- matic aflfirmations: descriptio,error,,,error confirmed but no correction suggestion
,cand-3944700,error_no_fix,digit_in_letter,Philo9ophi9eKe,Philo9ophi9eKe,schaff-herzog.rich-daniel-ernst,definition_blocks[90],"Monologen, 1902. are noteworthy; also:","SittenUhre, ed. J. H. von Kirohmann, Be",error,,,error confirmed but no correction suggestion
,cand-3944739,error_no_fix,digit_in_letter,fi6sr,fi6sr,schaff-herzog.rich-daniel-ernst,definition_blocks[91],riin. 1880; SdiUUrmaehtr^ SetkUekreOfen,"seme Glavbet%dekr«, ed. H. Mulert, Oiea",error,,,error confirmed but no correction suggestion
,cand-3945027,error_no_fix,digit_in_letter,6ct,6ct,schaff-herzog.rich-daniel-ernst,definition_blocks[93],"1888; E. Sohrecker, Der ReUgionAegriff",Schleiermacher und aeinen namhafteaten,error,,,error confirmed but no correction suggestion
,cand-3945051,error_no_fix,digit_in_letter,6it,6it,schaff-herzog.rich-daniel-ernst,definition_blocks[93],Oeechiehte der RdigionephHoaophie . . .,"a%tf die OegenwaH, ib. 1893; H. Bleek.",error,,,error confirmed but no correction suggestion
,cand-3945258,error_no_fix,digit_in_letter,fiae4,fiae4,schaff-herzog.rich-daniel-ernst,definition_blocks[94],m Bntwieklung der Bthik SehleierwMchert,"4m Orrn^ Knien, Leipsio, 1892.",error,,,error confirmed but no correction suggestion
,cand-3945439,error_no_fix,digit_in_letter,9uchungen,9uchungen,schaff-herzog.socinians-i-i-2,definition_blocks[1],issenschaft und AutcrUdt (1868); Unter-,Hber den letzten Grund des Offenbarungs,error,,,error confirmed but no correction suggestion
,cand-3947369,error_no_fix,digit_in_letter,maint4iining,maint4iining,schaff-herzog.schmid-christian-friedrich,definition_blocks[0],"positive foundations of Luther- anism,",the tendency which had been traditional,error,,,error confirmed but no correction suggestion
,cand-3947878,error_no_fix,digit_in_letter,alwa3rs,alwa3rs,schaff-herzog.schmidy-konrad,definition_blocks[2],"tickeln und Stucken, Though not","unop- posed, Schmid admirably administe",error,,,error confirmed but no correction suggestion
,cand-3948371,error_no_fix,digit_in_letter,E99tti,E99tti,schaff-herzog.schmidt-charles-guhxaume-adolphb,definition_blocks[3],"istory at large, in which may be placed",kistarique swr la aocUU civile dans le,error,,,error confirmed but no correction suggestion
,cand-3948646,error_no_fix,digit_in_letter,3rears,3rears,schaff-herzog.schmidt-charles-guhxaume-adolphb,definition_blocks[3],"history, to which the last twenty- five",of his life were given. Here may be nam,error,,,error confirmed but no correction suggestion
,cand-3948712,error_no_fix,digit_in_letter,pb3rfully,pb3rfully,schaff-herzog.schmidt-charles-guhxaume-adolphb,definition_blocks[3],he gathering of other materiab which he,"designated as "" hours with the muse,"" a",error,,,error confirmed but no correction suggestion
,cand-3949364,error_no_fix,digit_in_letter,s3mod,s3mod,schaff-herzog.schmidt-hermann-christoph,definition_blocks[3],legate of the faculty to the provincial,"of Posen, he was elected to the general",error,,,error confirmed but no correction suggestion
,cand-3958223,error_no_fix,digit_in_letter,S3rmbolic,S3rmbolic,schaff-herzog.scholasticism,definition_blocks[41],"lf."" To Augustine is to be referred his",explana- tion of the sacraments. The co,error,,,error confirmed but no correction suggestion
,cand-3962966,error_no_fix,digit_in_letter,9ance,9ance,schaff-herzog.scholasticism,definition_blocks[90],L7(aZ»« my«(i9iM; huAoire de la renaie',"religieuae au moyen Age, 2d ed.. Paris,",error,,,error confirmed but no correction suggestion
,cand-3966483,error_no_fix,digit_in_letter,9on,9on,schaff-herzog.schopenhauer-arthur,definition_blocks[5],"d E. O. Lindner, Arthur Schopen- hauer:","ihm, Hher ihn, Berlin, 1803; W. Qwinner",error,,,error confirmed but no correction suggestion
,cand-3967636,error_no_fix,digit_in_letter,G6ttingen,G6ttingen,schaff-herzog.schrader-bbbrhard,definition_blocks[0],8. He was educated at the University of,"(Ph.D., 1860), and 1862 became privat-d",error,,,error confirmed but no correction suggestion
,cand-3969565,error_no_fix,digit_in_letter,G6ttingen,G6ttingen,schaff-herzog.schultz-hermann,definition_blocks[0],"s.e. of LOnebuig) Dec. 30, 1836; d. at","May 15, 1003. He was educated at the un",error,,,error confirmed but no correction suggestion
,cand-3969574,error_no_fix,digit_in_letter,G6ttingen,G6ttingen,schaff-herzog.schultz-hermann,definition_blocks[0],He was educated at the universities of,"and Erlangen (1853- 1856), and, after b",error,,,error confirmed but no correction suggestion
,cand-3970331,error_no_fix,digit_in_letter,EUa9,EUa9,schaff-herzog.schulz-alphons,definition_blocks[1],"Monster, 1897); QueOen mr GeschichU des","(Braunsberg, 1906); GdUlichss und Mensc",error,,,error confirmed but no correction suggestion
,cand-3970522,error_no_fix,digit_in_letter,LUDWI6,LUDWI6,schaff-herzog.schulze-ludwi6-theodor,term,"SCHULZE,",THEODOR,error,,,error confirmed but no correction suggestion
,cand-3970736,error_no_fix,digit_in_letter,fi79,fi79,schaff-herzog.schulze-ludwi6-theodor,definition_blocks[1],,,error,,,error confirmed but no correction suggestion
,cand-3975131,error_no_fix,digit_in_letter,C3iristian,C3iristian,schaff-herzog.science-christian,definition_blocks[20],mportant forerunner of her discovery of,Science was Mrs. Eddy's study of homeop,error,,,error confirmed but no correction suggestion
,cand-3978874,error_no_fix,digit_in_letter,S3rstem,S3rstem,schaff-herzog.science-christian,definition_blocks[84],""" (103d ed., p. 473). According to this","God is Prin- ciple, is love, is Life, i",error,,,error confirmed but no correction suggestion
,cand-3979453,error_no_fix,digit_in_letter,t3rpe,t3rpe,schaff-herzog.science-christian,definition_blocks[97],m in office: God the Father; Christ the,"of Sonship; Divine Science, or the Holy",error,,,error confirmed but no correction suggestion
,cand-3980552,error_no_fix,digit_in_letter,S3rstem,S3rstem,schaff-herzog.science-christian,definition_blocks[119],e absolutely perfect. According to this,""" ia coexistent and eternal with God """,error,,,error confirmed but no correction suggestion
,cand-3980881,error_no_fix,digit_in_letter,3rears,3rears,schaff-herzog.science-christian,definition_blocks[122],"n once to die "" (Heb. ix. 27), that his",are three score and ten or four score (,error,,,error confirmed but no correction suggestion
,cand-3983405,error_no_fix,digit_in_letter,Aub6,Aub6,schaff-herzog.scilli-martyrs-of,definition_blocks[2],"ly, iv., 207-208); and a text edited by","(Les Chritiena dona Vempire ramain, pp.",error,,,error confirmed but no correction suggestion
,cand-3984669,error_no_fix,digit_in_letter,Lif9,Lif9,schaff-herzog.scot-michael,definition_blocks[2],"lai«e pert mipeiaeded by J. Wood Brown,",and Legend of Michael Sect {1176- ttS9),error,,,error confirmed but no correction suggestion
,cand-3988184,error_no_fix,digit_in_letter,6eoem,6eoem,schaff-herzog.scgtlahi,definition_blocks[32],"1000; J. Foibes, L*EgUee oatholiq%ie en","h la fin du xvi. eiide, Paris, 1001; W.",error,,,error confirmed but no correction suggestion
,cand-3989852,error_no_fix,digit_in_letter,wa3rs,wa3rs,schaff-herzog.scott-thomas,definition_blocks[39],"tion of Greek ideas, evinced in various",— in his manner of speaking of the Gree,error,,,error confirmed but no correction suggestion
,cand-3989926,error_no_fix,digit_in_letter,Dion3rsius,Dion3rsius,schaff-herzog.scott-thomas,definition_blocks[39],added to a certain ready facility. From,and Maximus he learned how to treat spe,error,,,error confirmed but no correction suggestion
,cand-3992498,error_no_fix,digit_in_letter,Ren6,Ren6,schaff-herzog.scott-thomas,definition_blocks[80],"eaiche My iOs, yoL ii, Qotha, 1842; St.",Taillandier. Scot. BrigHo tt la phOomph,error,,,error confirmed but no correction suggestion
,cand-3994599,error_no_fix,digit_in_letter,RBADIR6,RBADIR6,schaff-herzog.scriptoris-paul,definition_blocks[2],"SCRIPTURE,","OF, IN WORSHIP. See Pbricofbs.",error,,,error confirmed but no correction suggestion
,cand-3995390,error_no_fix,digit_in_letter,MART7N,MART7N,schaff-herzog.scuddbr-henry-mart7n,term,"SCUDDBR, HENRY",,error,,,error confirmed but no correction suggestion
,cand-3999094,error_no_fix,digit_in_letter,6iudee,6iudee,schaff-herzog.sculpture-christian-usb-op,definition_blocks[37],"- cart. 1887-89; L. and E. L. de Taeye,","ewleearU plaetiquee en Bet^ique, Brusse",error,,,error confirmed but no correction suggestion
,cand-3999348,error_no_fix,digit_in_letter,envo3rs,envo3rs,schaff-herzog.hak,definition_blocks[0],t; in 1619 he accompanied the electoral,"to Frankfort to choose the new emperor,",error,,,error confirmed but no correction suggestion
,cand-3999625,error_no_fix,digit_in_letter,K6nigs,K6nigs,schaff-herzog.sdralbk-maxnouan-lukas,definition_blocks[0],che Ovtachten Hber die Ehescheidung des,"Lothar II. (Freiburg, 1881); Die Streit",error,,,error confirmed but no correction suggestion
,cand-4001135,error_no_fix,digit_in_letter,Sj6manshem,Sj6manshem,schaff-herzog.seamen-missions-to,definition_blocks[30],ningen f6r uppsHttande af skandinaviska,"i utUlndska Hamnar, a mission for the e",error,,,error confirmed but no correction suggestion
